id_logement,region,departement,surface_m2,annee_construction,periode_construction,type_logement,energie_chauffage,conso_energie_kwh,cout_chauffage,classe_dpe,co2_emission,longitude,latitude,date_dpe
170,Hauts-de-France,35,119.3,1997,1980-1999,Maison,Bois,11733.5,1408.02,E,3891.3,0.8283724389563476,50.37256649433188,2023-11-28 05:24:32
171,Île-de-France,75,97.1,1991,1980-1999,Appartement,Autre,11670.2,1400.42,E,3289.7,-0.2570662039024443,46.98540631907701,2021-09-13 12:02:13
172,Nouvelle-Aquitaine,35,97.8,2019,≥2010,Maison,Gaz,12325.8,1479.1,D,2150.4,7.777768027175966,48.33709789870075,2024-10-12 18:54:33
173,Provence-Alpes-Côte d'Azur,75,38.2,1996,1980-1999,Maison,Bois,23334.2,2800.1,D,3230.2,5.854230441778261,43.084403680986576,2023-05-27 09:38:18
174,Normandie,69,126.4,1952,<1960,Appartement,Autre,20012.8,2401.54,E,2694.1,1.2359278100663182,42.97080456989175,2024-01-21 01:53:08
175,Centre-Val de Loire,31,71.0,1948,<1960,Maison,Électricité,8878.2,1065.38,F,1653.5,6.430492139124084,47.602269616752764,2022-07-14 09:15:37
176,Grand Est,75,76.3,1971,1960-1979,Appartement,Bois,16729.0,2007.48,D,2706.5,-0.4805116814171413,50.219475291386615,2021-05-28 04:45:44
177,Normandie,37,52.9,1988,1980-1999,Appartement,Autre,14274.8,1712.98,C,1184.2,5.21576821057344,47.09779340834806,2023-06-17 07:25:05
178,Pays de la Loire,37,31.4,1984,1980-1999,Appartement,Bois,11912.2,1429.46,D,2707.9,-2.0922172246161024,50.137026801359625,2024-04-22 12:38:16
179,Occitanie,37,119.7,1991,1980-1999,Maison,Électricité,7914.6,949.75,D,3776.6,5.040186587942758,49.55562407558058,2024-04-02 22:55:20
180,Île-de-France,44,123.6,1988,1980-1999,Maison,Bois,14031.2,1683.74,B,2940.4,0.9338942415444684,43.15992793641581,2023-09-10 07:27:05
181,Île-de-France,67,80.0,1992,1980-1999,Appartement,Bois,10622.8,1274.74,D,3277.0,-3.6025088271008494,44.2570300271555,2023-10-01 09:20:40
182,Provence-Alpes-Côte d'Azur,75,64.6,1996,1980-1999,Appartement,Autre,10292.0,1235.04,D,1859.6,-1.4475880907774301,48.22208282165148,2024-08-20 16:22:39
183,Occitanie,75,73.7,2012,≥2010,Appartement,Fioul,8548.2,1025.78,D,2632.8,0.22957011230634006,46.358462028185365,2024-12-19 23:31:21
184,Bretagne,67,74.5,1955,<1960,Maison,Bois,16499.2,1979.9,D,2828.3,4.740807851637683,45.02908837872821,2023-12-19 04:04:25
185,Auvergne-Rhône-Alpes,31,49.0,2021,≥2010,Appartement,Fioul,8545.2,1025.42,E,1925.4,-4.051224708497639,46.14211454761742,2022-02-21 23:44:35
186,Nouvelle-Aquitaine,31,76.2,2017,≥2010,Maison,Gaz,8572.6,1028.71,F,2815.3,3.574110936204315,46.37323692255452,2023-08-22 03:24:04
187,Île-de-France,37,89.6,1948,<1960,Appartement,Bois,15500.7,1860.08,G,2609.2,4.3081773321269665,50.42180458214789,2022-01-04 02:27:03
188,Hauts-de-France,67,115.5,2020,≥2010,Appartement,Fioul,11350.5,1362.06,D,2825.3,3.5009778090347687,43.40008706823309,2022-06-30 04:43:57
189,Île-de-France,37,85.4,2017,≥2010,Appartement,Gaz,11471.6,1376.59,A,1272.9,4.888705296178223,44.93365749722625,2023-01-10 03:53:43
190,Normandie,35,37.7,2021,≥2010,Appartement,Autre,16648.0,1997.76,G,3348.5,-2.683807991703102,47.176813904269615,2022-01-01 16:08:32
191,Île-de-France,44,95.6,1992,1980-1999,Appartement,Bois,17911.7,2149.4,E,2605.6,2.6323436158194857,48.57509626168615,2021-07-09 08:32:15
192,Centre-Val de Loire,13,77.3,1970,1960-1979,Appartement,Autre,2424.7,290.96,C,2093.7,7.234884313650438,47.986544413945424,2022-01-14 15:39:05
193,Île-de-France,59,126.1,2021,≥2010,Appartement,Gaz,11420.5,1370.46,B,2115.4,2.9401955074589905,50.69229181831533,2022-04-11 13:33:36
194,Auvergne-Rhône-Alpes,44,127.9,1983,1980-1999,Appartement,Autre,5653.8,678.46,B,2165.1,2.947372510388389,49.421797645929416,2021-05-11 06:26:49
195,Auvergne-Rhône-Alpes,31,128.9,2002,2000-2009,Appartement,Autre,10259.4,1231.13,C,1454.0,4.573715347472497,47.346568525177545,2023-07-10 18:45:25
196,Grand Est,13,68.2,1963,1960-1979,Appartement,Électricité,11969.7,1436.36,A,3270.2,-0.6683449823638323,44.36773941755951,2024-09-24 16:23:02
197,Bretagne,69,144.7,2021,≥2010,Maison,Gaz,10403.2,1248.38,F,3066.8,4.106186717180028,46.42260581319949,2024-10-28 00:46:41
198,Hauts-de-France,33,95.5,2021,≥2010,Appartement,Autre,7386.3,886.36,D,3127.3,6.911039833071795,48.532425524491956,2022-12-20 18:21:53
199,Île-de-France,37,133.8,2002,2000-2009,Maison,Fioul,7158.0,858.96,E,3561.9,-4.858358850670541,49.79027092107394,2024-03-16 00:39:16
200,Île-de-France,75,69.9,1972,1960-1979,Appartement,Gaz,15275.7,1833.08,F,2370.8,6.311469534415249,50.84970515247477,2022-04-04 07:23:52
201,Nouvelle-Aquitaine,67,76.0,2010,≥2010,Appartement,Électricité,18906.6,2268.79,E,709.8,-2.1579616936348316,47.767439065399884,2023-08-19 08:50:12
202,Auvergne-Rhône-Alpes,67,93.2,1954,<1960,Appartement,Bois,2727.9,327.35,F,2766.0,0.9270025581048777,47.08419849554856,2022-04-05 08:21:59
203,Hauts-de-France,75,89.6,2021,≥2010,Appartement,Autre,10525.7,1263.08,G,2732.5,6.080521412384293,42.65391973115399,2023-09-29 21:08:07
204,Provence-Alpes-Côte d'Azur,37,122.6,2002,2000-2009,Maison,Fioul,15293.8,1835.26,D,3598.4,5.710857656936177,43.127261901606566,2023-02-23 19:20:36
205,Grand Est,33,78.0,2017,≥2010,Appartement,Électricité,11853.3,1422.4,G,3173.9,6.595057215638727,43.858113479445386,2021-12-27 23:37:27
206,Bretagne,59,119.9,1958,<1960,Appartement,Gaz,6988.4,838.61,E,2320.6,7.225418304222838,42.976411401349765,2021-11-19 19:22:22
207,Occitanie,33,107.0,1959,<1960,Appartement,Autre,9849.9,1181.99,B,2070.1,0.8130404380328615,45.987510177602864,2023-12-25 21:27:35
208,Bretagne,13,78.6,1977,1960-1979,Maison,Électricité,13359.7,1603.16,E,3103.3,3.53272954041309,45.43084334270819,2022-10-28 01:23:10
209,Centre-Val de Loire,33,104.6,1961,1960-1979,Maison,Électricité,10617.6,1274.11,E,200.0,0.07621972683938694,48.04498117345502,2021-08-18 14:15:32
210,Normandie,13,70.8,1968,1960-1979,Appartement,Fioul,11784.1,1414.09,F,2417.3,-0.44068267260184424,47.1602864390206,2024-08-11 19:08:52
211,Centre-Val de Loire,33,155.5,1974,1960-1979,Appartement,Bois,11913.8,1429.66,D,3051.1,0.6107403377697036,47.68494560667438,2021-01-25 15:56:35
212,Île-de-France,59,20.0,2006,2000-2009,Maison,Bois,9640.7,1156.88,D,2091.1,4.659989752174788,46.60620166555759,2022-09-25 20:10:56
213,Grand Est,59,105.2,1957,<1960,Maison,Bois,15674.6,1880.95,A,1856.1,1.5187297128401873,44.91631319242204,2022-10-11 17:26:32
214,Normandie,31,32.1,2006,2000-2009,Appartement,Gaz,9851.3,1182.16,C,2465.4,5.582775767828446,50.789580240034354,2022-01-12 09:24:49
215,Hauts-de-France,75,78.2,1991,1980-1999,Appartement,Électricité,7475.4,897.05,B,3414.5,4.687840203550026,43.25175968991321,2022-12-25 22:45:52
216,Occitanie,59,82.4,1960,1960-1979,Maison,Gaz,22033.4,2644.01,D,2605.9,-4.733780005382808,50.66835169534818,2021-07-29 18:29:41
217,Auvergne-Rhône-Alpes,13,130.2,2010,≥2010,Maison,Électricité,11649.9,1397.99,F,1590.7,3.1930960423801,45.207771007723196,2024-10-15 05:47:00
218,Grand Est,59,64.2,1987,1980-1999,Appartement,Fioul,2000.0,240.0,C,3295.3,0.6754246030116837,46.96015457469549,2022-09-25 01:07:54
219,Grand Est,31,124.2,1952,<1960,Appartement,Fioul,17646.4,2117.57,D,3470.5,0.9361768589648403,43.44692820859965,2024-04-09 15:04:46
220,Centre-Val de Loire,67,49.6,1947,<1960,Maison,Gaz,17631.9,2115.83,C,1473.4,5.638849700308631,43.11710029482778,2023-07-02 18:56:00
221,Île-de-France,13,125.4,1956,<1960,Maison,Gaz,14057.3,1686.88,B,4718.7,2.1189038191007974,46.237045403851845,2024-05-21 16:09:42
222,Pays de la Loire,31,70.8,1960,1960-1979,Maison,Fioul,14842.4,1781.09,D,2199.4,6.513083704966313,48.9527671745032,2023-11-04 06:32:54
223,Centre-Val de Loire,35,87.2,2022,≥2010,Maison,Autre,21718.8,2606.26,B,3053.6,4.266472701091976,44.84347356467238,2023-02-12 01:20:50
224,Grand Est,35,74.9,2003,2000-2009,Appartement,Bois,7667.4,920.09,D,2854.7,2.186920113932686,47.39242663373729,2021-10-17 16:14:47
225,Nouvelle-Aquitaine,69,123.5,1993,1980-1999,Maison,Bois,12599.6,1511.95,A,1571.8,4.808993689964348,44.92425796254852,2023-01-23 14:53:34
226,Occitanie,33,117.6,2007,2000-2009,Appartement,Fioul,20863.7,2503.64,B,1793.6,-4.501462337969705,45.88093362976946,2021-01-20 08:59:49
227,Centre-Val de Loire,75,98.3,2006,2000-2009,Maison,Bois,21817.1,2618.05,D,2260.9,-4.6479124872333,50.38608297072228,2022-05-27 23:37:55
228,Occitanie,14,50.4,1993,1980-1999,Appartement,Autre,10352.6,1242.31,D,516.9,-3.916458750028923,49.9458047418058,2023-12-04 17:26:17
229,Nouvelle-Aquitaine,44,63.5,1995,1980-1999,Maison,Autre,21045.7,2525.48,A,2938.9,0.6883492269128544,46.98935262773338,2023-10-24 00:40:57
230,Provence-Alpes-Côte d'Azur,31,54.1,1977,1960-1979,Appartement,Électricité,15611.8,1873.42,D,493.8,-1.9391481068497396,44.571518959007086,2024-10-16 14:34:17
231,Nouvelle-Aquitaine,67,20.0,1974,1960-1979,Appartement,Gaz,18728.5,2247.42,F,2213.2,7.795396827405199,44.180700040777296,2022-04-09 05:24:27
232,Nouvelle-Aquitaine,44,122.8,2003,2000-2009,Appartement,Bois,15464.2,1855.7,E,1595.5,2.0497718071477697,50.80055997141072,2021-03-08 04:59:56
233,Occitanie,67,75.2,2020,≥2010,Maison,Autre,13374.5,1604.94,B,2720.9,3.6114046990550612,44.26363438964298,2022-02-12 10:11:58
234,Bretagne,44,74.8,1959,<1960,Maison,Gaz,21942.2,2633.06,D,216.2,-1.3753382287929434,49.53106430493909,2021-01-26 16:59:30
235,Occitanie,31,129.9,1967,1960-1979,Maison,Gaz,9621.3,1154.56,E,704.0,-0.8166401883610854,45.71004082295917,2023-07-21 11:43:44
236,Pays de la Loire,14,70.7,2022,≥2010,Appartement,Électricité,20560.3,2467.24,A,1662.9,-0.6389951161649732,51.075240673756674,2023-06-16 11:45:16
237,Île-de-France,44,59.8,1989,1980-1999,Appartement,Gaz,21273.1,2552.77,F,2667.0,4.083564166953908,45.70295494115626,2024-09-01 01:59:29
238,Normandie,31,78.3,2006,2000-2009,Maison,Gaz,18133.7,2176.04,F,2399.4,1.1581806999610107,45.558194636723314,2021-08-18 10:49:03
239,Bretagne,59,51.0,2015,≥2010,Maison,Fioul,11677.2,1401.26,F,3145.3,1.7298874828909678,48.045933571235324,2022-08-17 00:13:37
240,Auvergne-Rhône-Alpes,14,95.3,1959,<1960,Maison,Électricité,13100.0,1572.0,F,2297.1,2.696038768071489,50.865196217653335,2023-09-28 12:15:26
241,Normandie,13,73.8,1990,1980-1999,Maison,Électricité,6263.4,751.61,E,2184.0,4.994551531096821,50.99302357042897,2024-11-14 08:22:20
242,Île-de-France,67,69.8,2008,2000-2009,Maison,Bois,9963.4,1195.61,E,1235.6,-3.825193269337784,48.652693474262776,2024-01-19 11:48:26
243,Centre-Val de Loire,35,67.2,1990,1980-1999,Appartement,Gaz,14793.2,1775.18,E,1999.0,5.0993608588446815,49.06507538103628,2022-02-11 11:37:08
244,Pays de la Loire,33,81.8,2000,2000-2009,Maison,Bois,5579.8,669.58,F,2182.4,2.3220558953773374,47.40159893096534,2022-03-13 10:36:17
245,Pays de la Loire,35,87.5,1988,1980-1999,Appartement,Autre,10659.4,1279.13,E,350.7,3.6982407831183437,49.07524893045129,2022-04-16 00:29:46
246,Auvergne-Rhône-Alpes,14,69.4,2019,≥2010,Maison,Gaz,20751.7,2490.2,C,1398.8,-0.7418270570700942,49.980082998243326,2021-06-01 16:56:47
247,Bretagne,13,74.2,1973,1960-1979,Maison,Autre,11305.4,1356.65,D,2617.0,0.322028878613839,46.7290291377967,2023-06-22 00:05:50
248,Provence-Alpes-Côte d'Azur,67,82.6,2006,2000-2009,Appartement,Fioul,16651.3,1998.16,F,2361.5,-1.994844344499037,47.8928016866219,2022-04-02 08:22:48
249,Nouvelle-Aquitaine,13,79.5,1996,1980-1999,Appartement,Gaz,14549.3,1745.92,A,1972.3,7.730899966426268,47.174655248527515,2022-12-26 05:08:54
250,Bretagne,44,85.9,1998,1980-1999,Appartement,Bois,10615.4,1273.85,E,1653.3,1.4610386426341169,47.393494337699494,2023-02-20 00:08:39
251,Provence-Alpes-Côte d'Azur,67,64.7,2001,2000-2009,Appartement,Bois,11302.3,1356.28,G,631.4,7.948999905355771,50.24341681590329,2021-09-23 18:25:11
252,Pays de la Loire,44,115.1,2010,≥2010,Appartement,Gaz,12750.9,1530.11,E,242.2,1.3672177147964621,45.59386642278846,2021-12-17 10:03:13
253,Occitanie,31,87.9,1966,1960-1979,Maison,Bois,2770.4,332.45,G,1924.0,-2.143233563007125,44.311201022725434,2024-06-24 07:34:38
254,Île-de-France,14,69.9,1964,1960-1979,Appartement,Gaz,16261.4,1951.37,E,3540.1,1.596881157579137,46.46963695938057,2021-11-10 16:44:52
255,Auvergne-Rhône-Alpes,37,95.3,1977,1960-1979,Appartement,Électricité,11467.3,1376.08,A,2233.2,-4.485257566611988,44.31034115718701,2022-02-04 06:41:22
256,Île-de-France,31,82.8,2016,≥2010,Maison,Bois,16418.6,1970.23,F,3119.3,6.762007418485366,46.83608370325957,2021-04-23 04:06:33
257,Hauts-de-France,69,33.0,1969,1960-1979,Maison,Gaz,13746.9,1649.63,C,1141.0,5.641153265527734,50.360520516606414,2021-10-14 18:57:12
258,Hauts-de-France,13,95.2,1990,1980-1999,Appartement,Gaz,11268.5,1352.22,D,2454.8,4.435666769025701,47.87167162819756,2024-09-17 01:34:48
259,Centre-Val de Loire,37,54.4,2017,≥2010,Maison,Bois,12889.0,1546.68,C,1566.7,2.9277473007519808,49.942265823736776,2021-04-21 10:51:33
260,Bretagne,44,113.0,2001,2000-2009,Appartement,Électricité,12904.1,1548.49,C,1531.9,2.537845037714721,43.94586100065495,2022-05-01 02:08:28
261,Pays de la Loire,59,77.7,1949,<1960,Appartement,Bois,18642.9,2237.15,D,2870.1,7.957466783033018,50.33760025507344,2021-03-12 01:07:51
262,Pays de la Loire,31,108.4,1999,1980-1999,Appartement,Gaz,12281.9,1473.83,D,2091.6,-1.386033357740807,47.735548330341906,2023-05-16 18:41:40
263,Nouvelle-Aquitaine,69,66.1,2005,2000-2009,Appartement,Électricité,13296.7,1595.6,E,953.0,5.135896749752513,42.77631016204217,2022-04-30 11:09:00
264,Nouvelle-Aquitaine,75,87.1,1952,<1960,Appartement,Autre,6321.5,758.58,F,2288.2,2.558262012777547,48.00813491097982,2022-07-28 03:52:26
265,Nouvelle-Aquitaine,37,121.3,1960,1960-1979,Maison,Fioul,11788.3,1414.6,C,1555.4,7.686447068865508,50.77715351946999,2023-12-09 16:05:01
266,Occitanie,35,76.9,1992,1980-1999,Maison,Bois,18544.4,2225.33,C,900.1,5.7614413828772815,43.18875290413565,2022-02-20 13:13:11
267,Normandie,67,67.3,2005,2000-2009,Appartement,Gaz,13929.7,1671.56,E,1304.2,7.980826468864706,47.56736833508528,2021-02-19 05:40:31
268,Grand Est,69,104.7,1959,<1960,Appartement,Électricité,7135.4,856.25,E,4041.3,2.6482249280118024,50.46466384496652,2021-03-21 22:25:01
269,Normandie,14,104.1,2009,2000-2009,Appartement,Électricité,7617.8,914.14,F,3291.1,-2.3409285519158445,42.58434796450906,2022-08-28 22:49:01
270,Île-de-France,37,68.5,1966,1960-1979,Maison,Autre,8663.3,1039.6,A,386.9,1.5479314640315396,47.988942460252666,2022-03-16 13:35:55
271,Normandie,31,25.4,1947,<1960,Maison,Bois,16498.3,1979.8,F,2030.5,4.244444742657469,46.63164993892938,2023-01-07 07:59:49
272,Occitanie,14,66.7,1998,1980-1999,Appartement,Électricité,15944.4,1913.33,D,2096.1,5.066685020360644,45.518807072242915,2023-07-21 22:51:48
273,Centre-Val de Loire,35,105.3,1958,<1960,Appartement,Autre,2000.0,240.0,E,1960.6,-4.993370142792734,47.959567462524774,2023-06-27 03:38:08
274,Île-de-France,59,61.7,1980,1980-1999,Appartement,Gaz,11633.8,1396.06,B,1602.5,1.5653521505298222,42.958508222910524,2022-10-31 18:15:46
275,Normandie,13,84.7,2011,≥2010,Appartement,Autre,12664.4,1519.73,D,2872.4,-1.9419504603815945,49.05164850270038,2023-07-15 00:28:38
276,Occitanie,13,65.3,1954,<1960,Appartement,Bois,7670.4,920.45,C,3048.4,6.37385383231225,42.538971449201455,2024-09-06 07:49:38
277,Grand Est,14,27.0,1993,1980-1999,Appartement,Autre,10242.9,1229.15,C,3144.1,-3.012229227347029,45.170340970993465,2024-12-04 19:29:20
278,Normandie,44,64.7,2009,2000-2009,Appartement,Électricité,17989.5,2158.74,D,2497.1,3.6639312444728347,46.8844401478567,2023-05-16 04:22:14
279,Occitanie,59,105.2,2001,2000-2009,Appartement,Électricité,13839.8,1660.78,F,2747.8,-1.541191525775977,45.780093579929,2022-05-21 15:59:48
280,Nouvelle-Aquitaine,13,20.0,1971,1960-1979,Appartement,Fioul,9751.9,1170.23,E,1890.0,-0.36495213821446093,45.17504063628857,2023-03-18 04:02:35
281,Pays de la Loire,59,92.6,2019,≥2010,Appartement,Autre,11157.1,1338.85,D,781.2,7.227270389838983,49.72826576557244,2024-07-09 09:02:33
282,Nouvelle-Aquitaine,69,49.4,1949,<1960,Maison,Gaz,10974.6,1316.95,D,757.5,-1.874174369694967,50.63304339616561,2021-09-29 07:55:16
283,Pays de la Loire,59,103.3,2015,≥2010,Maison,Bois,13268.8,1592.26,D,1433.5,-3.7649640963019015,50.101300358681236,2024-06-09 12:48:21
284,Auvergne-Rhône-Alpes,33,106.4,2001,2000-2009,Maison,Fioul,5566.2,667.94,G,2019.5,-4.099296281225064,47.045152423535,2023-04-14 11:21:10
285,Auvergne-Rhône-Alpes,35,79.8,1959,<1960,Maison,Autre,8986.1,1078.33,D,1045.2,1.5599964312930075,50.192228324183304,2023-01-28 05:55:27
286,Auvergne-Rhône-Alpes,13,79.9,2020,≥2010,Appartement,Gaz,16659.3,1999.12,C,1183.1,3.3422492696957438,50.51149561707943,2022-11-27 15:00:12
287,Grand Est,59,60.8,1974,1960-1979,Maison,Fioul,11673.5,1400.82,C,1859.4,-0.7451826335784668,46.06037405431292,2021-05-28 05:09:46
288,Nouvelle-Aquitaine,14,44.6,1964,1960-1979,Maison,Électricité,8175.4,981.05,E,2977.7,3.9733766433100506,44.965978977697375,2024-02-06 05:19:07
289,Pays de la Loire,75,135.9,1981,1980-1999,Appartement,Bois,8361.0,1003.32,D,2500.9,-4.206561658547908,43.35490729057589,2021-12-13 07:39:25
290,Occitanie,33,59.0,1947,<1960,Appartement,Autre,15243.8,1829.26,A,1422.8,6.145350383997398,46.66809971312829,2024-07-10 02:22:54
291,Île-de-France,33,132.0,2017,≥2010,Maison,Gaz,9669.9,1160.39,F,2241.7,5.615373726610091,50.73278320781444,2021-10-02 18:19:07
292,Occitanie,44,59.2,1985,1980-1999,Maison,Électricité,14299.1,1715.89,E,1004.2,7.811451528097113,47.37989549421223,2021-11-08 22:54:43
293,Île-de-France,59,100.8,1983,1980-1999,Appartement,Fioul,9179.2,1101.5,E,1422.8,7.17456475172399,48.307790285539696,2021-07-25 23:54:40
294,Hauts-de-France,44,50.9,1970,1960-1979,Appartement,Bois,6915.2,829.82,B,708.5,-0.3694368690539349,43.482089220879075,2023-05-23 06:13:58
295,Occitanie,44,100.7,1946,<1960,Maison,Fioul,13100.0,1572.0,D,2586.0,0.19057999220250288,43.74862107803763,2022-09-19 06:51:37
296,Normandie,75,75.2,1967,1960-1979,Appartement,Fioul,11561.8,1387.42,F,1945.5,4.697543017217374,46.540917379049155,2024-08-30 08:23:45
297,Normandie,69,75.6,1967,1960-1979,Maison,Gaz,15083.1,1809.97,F,2058.0,-3.2569239645852184,50.77600375115841,2023-10-19 17:07:34
298,Bretagne,59,103.3,1960,1960-1979,Appartement,Électricité,15978.6,1917.43,C,2925.3,-0.9178087668171466,45.6388263818463,2023-11-25 19:14:29
299,Nouvelle-Aquitaine,31,70.9,1953,<1960,Maison,Autre,10389.1,1246.69,C,1302.5,-3.4589678193165723,50.13411115946254,2021-06-10 22:42:11
300,Île-de-France,13,42.2,1957,<1960,Appartement,Gaz,13570.2,1628.42,D,2620.1,0.9135238379468076,43.54651076280369,2024-07-29 23:21:19
301,Île-de-France,44,107.8,1972,1960-1979,Appartement,Bois,10250.4,1230.05,D,3986.4,2.176055638509129,47.86804970032328,2023-05-10 22:30:34
302,Centre-Val de Loire,35,50.6,1971,1960-1979,Appartement,Fioul,14851.4,1782.17,E,1316.1,-2.254913890484219,47.72533289912151,2022-06-01 01:09:37
303,Nouvelle-Aquitaine,67,100.5,1995,1980-1999,Appartement,Bois,13050.4,1566.05,G,793.3,-4.653788070116635,49.98091032561134,2023-03-19 21:10:23
304,Grand Est,35,114.2,2008,2000-2009,Appartement,Gaz,9192.7,1103.12,D,1067.9,4.351625812756801,42.52885532832264,2023-03-17 18:48:15
305,Bretagne,75,73.7,1996,1980-1999,Appartement,Gaz,8815.9,1057.91,B,2549.7,-4.73993286245981,44.152405504618876,2022-01-24 22:18:46
306,Grand Est,75,120.5,1982,1980-1999,Appartement,Autre,13209.0,1585.08,F,3771.7,7.65423391606863,44.41128234123649,2022-09-22 04:06:44
307,Grand Est,14,99.5,2009,2000-2009,Appartement,Fioul,17229.9,2067.59,A,3734.8,-2.119105662348859,50.76470496638942,2021-07-26 12:14:48
308,Grand Est,69,64.1,1962,1960-1979,Maison,Gaz,16055.8,1926.7,G,2960.4,3.630701197511785,43.83713480954809,2023-03-22 04:40:02
309,Nouvelle-Aquitaine,13,127.0,2007,2000-2009,Maison,Bois,7756.5,930.78,E,2991.4,0.6517724411198591,42.82157244691888,2021-02-11 04:00:56
310,Grand Est,37,50.7,1995,1980-1999,Appartement,Autre,8229.7,987.56,F,2618.1,-4.224239815617606,47.14981500425373,2022-04-03 03:40:20
311,Normandie,44,73.7,1953,<1960,Appartement,Bois,8892.9,1067.15,C,2852.6,1.1383868862480773,47.09845862317303,2022-12-21 07:53:28
312,Centre-Val de Loire,35,78.8,1957,<1960,Maison,Fioul,9315.5,1117.86,A,2473.4,1.7178882458583953,49.84320859870042,2021-11-16 12:26:56
313,Centre-Val de Loire,67,103.2,1984,1980-1999,Appartement,Autre,3825.0,459.0,D,1480.2,6.110881705207291,50.75507895654688,2022-02-18 10:44:48
314,Auvergne-Rhône-Alpes,75,118.5,1999,1980-1999,Appartement,Autre,15555.2,1866.62,D,3742.1,4.520537905422673,47.185345346619144,2021-12-13 03:52:47
315,Hauts-de-France,75,116.6,1987,1980-1999,Maison,Autre,9948.5,1193.82,C,3401.9,-3.9690678282059775,50.590949387051005,2022-04-15 03:33:34
316,Île-de-France,69,91.7,1988,1980-1999,Appartement,Électricité,14079.3,1689.52,G,1500.7,-2.280885115380554,48.80888461630852,2021-05-12 18:42:20
317,Île-de-France,67,76.6,2012,≥2010,Appartement,Autre,10579.1,1269.49,F,2783.6,-0.9454601052056795,44.80166441356159,2021-09-02 21:19:34
318,Hauts-de-France,67,30.2,1977,1960-1979,Appartement,Bois,11896.7,1427.6,E,3515.1,-3.486700075957347,50.57726018521216,2022-03-19 03:54:42
319,Nouvelle-Aquitaine,69,45.6,1968,1960-1979,Appartement,Bois,8916.7,1070.0,C,2576.8,0.9396879218883774,48.30675563278231,2021-09-20 15:34:47
320,Occitanie,75,138.0,1980,1980-1999,Appartement,Fioul,11872.8,1424.74,E,2015.2,7.796019481212962,46.10263461486092,2024-07-31 21:33:10
321,Nouvelle-Aquitaine,13,29.9,1954,<1960,Maison,Gaz,8079.4,969.53,E,3486.8,1.6899662860909004,48.4181061352973,2022-11-07 09:39:06
322,Île-de-France,59,61.5,1964,1960-1979,Appartement,Gaz,11906.2,1428.74,D,2429.8,4.644468188201202,45.99142160137063,2023-04-18 08:12:28
